id,civ,developer_id,date,spend
331,blobs,5369977103718,235,268
332,blobs,3765141614391,63,748
333,blobs,7476379350560,140,799
334,monsters,9188799855989,135,713
335,blobs,5386034619564,119,410
336,blobs,2040205988336,179,698
337,blobs,1259859529123,75,9
338,humans,7893433497746,336,701
339,monsters,9362369392749,209,448
340,humans,6708912579383,100,529
341,monsters,2332346980087,292,908
342,monsters,365524327281,224,643
343,monsters,4684302075383,339,370
344,monsters,3967839455559,240,37
345,blobs,6292631006641,129,704
346,monsters,7572185407581,270,498
347,monsters,9359835685372,128,571
348,humans,6053360810291,162,27
349,humans,1870031849870,207,391
350,blobs,9337551781985,157,325
351,blobs,7802830924743,52,627
352,humans,6035417591154,100,469
353,humans,668631065278,42,323
354,humans,4621801872220,35,95
355,humans,9670250120921,83,758
356,humans,2058825381870,66,857
357,monsters,5490670067296,279,162
358,blobs,791153179595,266,311
359,humans,6913763186861,217,540
360,blobs,822938569266,38,218
361,blobs,7139705622733,46,303
362,humans,5970853395903,46,493
363,monsters,3100970943145,271,24
364,monsters,8014232193189,162,54
365,monsters,9442271269554,122,651
366,monsters,49704621756,178,129
367,humans,3169483325603,211,96
368,monsters,7178169898875,335,602
369,blobs,4193866832651,328,39
370,blobs,8691298137175,58,563
371,monsters,5807116876945,35,240
372,blobs,1811792010475,168,840
373,blobs,2132564053938,201,166
374,monsters,7427829859352,97,115
375,humans,9852605864806,299,37
376,monsters,7399220499024,274,807
377,humans,3524610703018,141,439
378,monsters,2674242069842,18,716
379,humans,3884102817059,73,875
380,monsters,3957882425340,214,43
381,humans,2815636455275,184,582
382,humans,6642501873056,326,291
383,humans,5936405621672,165,227
384,humans,6316549222928,185,760
385,monsters,7022489063193,283,549
386,monsters,8746513898535,164,483
387,monsters,3026078391202,174,565
388,blobs,139450973834,99,378
389,monsters,5639257640296,154,132
390,humans,7430281448417,231,552
391,humans,5350979575239,311,419
392,monsters,429596498367,177,513
393,humans,6921489508717,157,916
394,humans,9903523055945,223,45
395,blobs,8028598135045,45,827
396,blobs,2467010752895,191,859
397,monsters,8939607015248,143,490
398,humans,362136956619,88,968
399,monsters,4052571259129,244,867
400,blobs,9928883882807,206,487
401,blobs,7091887871049,222,215
402,monsters,7200606019667,163,32
403,monsters,9303905203682,41,529
404,humans,6866527173846,267,205
405,humans,3699353193702,221,849
406,monsters,8151427341579,23,997
407,monsters,380116786044,183,134
408,humans,9331517069458,198,490
409,monsters,4595400101949,223,717
410,humans,4687955263129,228,185
411,blobs,9670956656770,322,318
412,humans,5428238978098,231,215
413,blobs,1336488368161,27,440
414,blobs,4939611694625,80,987
415,humans,9762009716307,212,872
416,blobs,4294400055928,358,522
417,monsters,2613685399357,296,117
418,humans,8599852273481,119,957
419,monsters,8146700802794,363,509
420,blobs,6708746702049,120,190
421,humans,6557608541708,18,411
422,humans,3184371537455,203,985
423,blobs,1065009265031,362,82
424,blobs,4045591502653,217,296
425,monsters,8501098894446,134,924
426,humans,8903796678966,210,436
427,monsters,4262882416166,341,784
428,blobs,7864248322108,267,714
429,monsters,3221259221953,337,767
430,humans,9080497290942,201,499
431,monsters,9078877297657,262,167
432,humans,18872226112,265,72
433,humans,8824180182386,346,984
434,monsters,4891164890397,120,615
435,blobs,9371643022571,140,78
436,blobs,204588532351,334,143
437,monsters,1168562817754,272,239
438,humans,9791681692428,316,349
439,humans,9836131964083,259,980
440,blobs,5778976562929,135,393
441,humans,2206620775004,333,260
442,humans,7706051871688,202,722
443,humans,2990457594631,29,233
444,humans,8165598968083,83,531
445,monsters,9287371369452,316,467
446,blobs,6541616387384,133,454
447,humans,7278669863861,260,442
448,blobs,4532597653459,299,494
449,blobs,518858524543,281,751
450,humans,2293866712623,6,599
451,blobs,1264492033498,148,406
452,humans,7699527653505,163,283
453,blobs,2945209061274,178,480
454,blobs,912607800508,148,843
455,monsters,1560884823186,131,380
456,humans,1779379228863,73,224
457,blobs,3190682967540,343,683
458,humans,7689854113174,206,748
459,blobs,480106105971,145,22
460,monsters,1273693565867,259,863
461,humans,450311670357,342,217
462,monsters,2522370470198,238,115
463,blobs,1708969203152,123,849
464,monsters,9976790589840,299,662
465,humans,1950308966377,107,720
466,humans,497943991708,270,887
467,blobs,6597743127115,173,743
468,blobs,3152419699764,294,268
469,blobs,3845784971108,216,90
470,monsters,2930739809982,54,802
471,monsters,529608884672,259,758
472,humans,3545803583137,177,288
473,monsters,7728582930827,71,822
474,humans,8104386623245,275,391
475,humans,3989023008917,144,673
476,humans,4624937498455,165,63
477,monsters,7608306603357,227,571
478,monsters,1414004913162,50,214
479,humans,9679361343716,69,372
480,monsters,3836474189755,277,754
481,blobs,6363423968503,76,56
482,blobs,3262094217416,190,360
483,humans,2471783640548,217,681
484,monsters,8345781360926,325,780
485,monsters,4785473933364,345,808
486,monsters,833590101577,93,198
487,humans,4875524597365,118,814
488,humans,8788752576825,358,461
489,monsters,4113176125350,73,92
490,humans,1230865983494,80,564
491,blobs,8652924117017,218,84
492,humans,8004652077339,315,440
493,blobs,9644735923274,12,245
494,monsters,2654217168125,287,142
495,blobs,6786427377102,38,791
496,monsters,3845698075856,127,230
497,humans,5641531599696,244,86
498,humans,6255942530416,90,765
499,humans,877489854141,27,933
500,blobs,1427916673589,352,196
501,humans,7162021162238,188,918
502,humans,2729277261449,221,435
503,blobs,1937364614745,141,88
504,blobs,1147936129268,21,925
505,blobs,314555753284,360,694
506,blobs,7297525962785,239,591
507,monsters,2679025159860,232,305
508,monsters,4048946912234,112,949
509,humans,2942714622696,136,978
510,humans,6476016637122,297,83
511,humans,9760857667483,44,106
512,monsters,1806693742432,279,809
513,monsters,8248989227988,101,619
514,blobs,2674325280218,59,991
515,monsters,8632292455040,363,342
516,blobs,5041140749572,207,20
517,monsters,8177517854227,356,391
518,monsters,1823901713444,64,46
519,monsters,3101011506235,30,331
520,humans,9474020853280,86,984
521,blobs,6380452543890,93,701
522,monsters,7311557391381,342,158
523,blobs,1439580281091,15,314
524,blobs,3054099562538,324,415
525,humans,4496053554776,340,798
526,blobs,4661082924452,228,2
527,humans,9986761796948,133,49
528,humans,1430676494225,242,708
529,humans,9107415008448,39,573
530,humans,3122283913957,5,3
531,monsters,5554686957096,229,607
532,blobs,7342051700849,204,919
533,humans,1869587672364,272,882
534,humans,9967871089836,171,227
535,blobs,9367392612325,2,600
536,monsters,5592468802957,209,982
537,blobs,1946490351644,346,150
538,monsters,9963706736126,351,32
539,blobs,8892704617787,43,733
540,humans,3319084247906,14,35
541,humans,1974350239161,127,662
542,humans,3042713392416,314,479
543,monsters,3198959715256,15,441
544,humans,2779809506019,271,187
545,blobs,8758181016071,313,373
546,blobs,9463849256200,203,859
547,monsters,4528557497211,194,149
548,monsters,7128967212372,133,115
549,monsters,2304415186864,90,607
550,humans,7627193057990,164,889
551,humans,4375538274891,259,195
552,monsters,3743835246382,346,146
553,humans,4040694690562,143,305
554,blobs,1276476367486,309,495
555,monsters,7431148434402,146,671
556,monsters,1118914261364,122,425
557,blobs,8232706970955,248,560
558,blobs,4663222372168,350,719
559,humans,7285119327106,1,870
560,blobs,6516379107826,18,350
561,humans,5774356122913,19,267
562,humans,604387535209,197,719
563,humans,476288253793,272,167
564,monsters,9343462553431,230,45
565,monsters,2840794942774,32,628
566,monsters,2972380363182,275,529
567,monsters,9744476789030,177,473
568,humans,7882448083832,229,307
569,humans,5672340211904,202,826
570,humans,4384812800034,349,690
571,blobs,4551493679039,205,114
572,humans,1761378078250,282,586
573,blobs,8802631022620,243,435
574,humans,323398517449,270,771
575,humans,9809717003368,16,84
576,humans,1687926629241,309,74
577,humans,5307916201525,333,905
578,humans,6635238276398,219,528
579,humans,7216084554587,234,772
580,monsters,8911454446277,137,565
581,monsters,8538828602366,174,165
582,blobs,2484219417524,3,33
583,blobs,8468789410640,243,989
584,monsters,7740600087546,305,118
585,humans,7007987406157,70,329
586,monsters,2629226302058,148,570
587,humans,9848312295126,120,191
588,blobs,3669167839298,332,477
589,humans,6886628615695,159,220
590,blobs,3172624077298,310,290
591,blobs,4479094316294,192,359
592,blobs,8183566345313,295,180
593,humans,9091908719769,197,509
594,blobs,6298672830864,93,368
595,monsters,4681346378084,336,749
596,monsters,5775624039974,40,111
597,monsters,3878172432191,117,452
598,humans,9137296150182,121,521
599,humans,8062733470498,2,51
600,humans,3311824186553,213,258
601,humans,6681377966312,112,787
602,humans,150951102323,123,921
603,monsters,4834658289132,165,742
604,blobs,1644920201852,235,620
605,blobs,1025016320246,327,519
606,humans,1156897015519,258,276
607,blobs,9308738671156,177,993
608,blobs,4556184815088,327,140
609,blobs,9345712326186,25,970
610,monsters,6098447455709,183,256
611,blobs,1362010238482,36,326
612,humans,1770456275123,94,823
613,monsters,5347295530252,30,543
614,humans,2670968494457,293,972
615,monsters,8730120522240,237,188
616,humans,6866570194399,192,693
617,monsters,5463739965730,199,790
618,humans,4858681702399,177,540
619,humans,2337045292191,279,904
620,blobs,2941261569694,178,752
621,blobs,8803003145758,233,886
622,humans,2641364263614,92,889
623,monsters,8926837373937,225,951
624,blobs,7090060632818,123,355
625,humans,7526947984165,325,109
626,humans,9761109190919,332,400
627,monsters,4927323829841,260,26
628,blobs,7765696464710,89,217
629,humans,4077110676107,89,970
630,monsters,7045138482909,15,872
631,humans,8266303826663,210,780
632,humans,8547988325369,100,454
633,monsters,4936807077061,338,950
634,monsters,410534472383,211,956
635,monsters,7399663584080,234,981
636,blobs,3109407246148,313,181
637,monsters,4631389237201,109,128
638,humans,175509551375,314,643
639,humans,468099866714,272,662
640,humans,9716318549,146,979
641,monsters,9088245250204,293,913
642,blobs,1038692646389,178,181
643,humans,2539753029888,132,840
644,monsters,2713069150803,123,920
645,blobs,2689025657950,153,151
646,monsters,3006289759721,270,615
647,monsters,3008637918749,320,312
648,monsters,7488467752124,294,653
649,blobs,9789482360897,158,682
650,monsters,7070811773649,312,341
651,humans,1798193740359,233,949
652,monsters,8211974990731,237,469
653,monsters,4330755057813,54,961
654,blobs,6339615356124,321,710
655,blobs,837083062576,170,210
656,humans,3658329590810,95,654
657,humans,1631977304702,3,158
658,blobs,3230978101842,172,384
659,humans,478391027800,355,139
660,blobs,3711483384326,355,717
661,blobs,7518895859486,25,631
662,monsters,1896784609533,237,615
663,humans,6816218433191,112,648
664,humans,1805359960553,10,723
665,humans,6011129159920,257,535
666,monsters,185916767689,183,252
667,humans,4507080404963,26,261
668,blobs,6175448111512,146,937
669,humans,5791845862512,187,104
670,blobs,2935289176911,177,912
671,blobs,3449732303081,219,881
672,monsters,3532214538956,25,84
673,humans,8363403690681,153,420
674,monsters,8584045233024,281,803
675,blobs,6520534629090,200,277
676,monsters,3956550169899,39,810
677,blobs,3223348966213,249,333
678,humans,1091255510781,35,278
679,humans,2664982185511,358,608
680,monsters,5039524860281,257,466
681,blobs,4561746888413,319,439
682,humans,9143610765656,45,120
683,monsters,8006610259039,306,142
684,blobs,499793644199,36,492
685,blobs,7913184008588,232,889
686,blobs,9772407486318,213,204
687,monsters,4751969561233,11,304
688,monsters,1033980347758,249,96
689,monsters,6777842572766,105,887
690,blobs,6056891589646,221,8
691,humans,7910752928455,275,737
692,monsters,6203199534465,110,807
693,blobs,4245769741417,107,284
694,blobs,6501307840934,6,702
695,humans,3952702230124,162,939
696,blobs,4036467163346,47,416
697,blobs,437596998229,220,393
698,monsters,7352696005938,13,93
699,humans,5860541691322,141,740
700,humans,2045854926484,294,242
701,blobs,5691069531738,89,438
702,humans,8066998718447,116,271
703,blobs,680389254496,72,883
704,blobs,7880094912123,345,285
705,monsters,2783034816361,183,119
706,humans,9366686297770,215,245
707,blobs,7483410698255,318,283
708,monsters,9126646955941,278,429
709,blobs,3846915491984,315,612
710,humans,4903005220765,164,435
711,humans,3845995802925,194,39
712,monsters,2474092055459,158,258
713,blobs,730159249488,257,552
714,humans,8314707744992,178,217
715,blobs,5637556593360,226,94
716,humans,1450545186154,30,336
717,blobs,6540513420718,202,373
718,monsters,5058689359163,184,474
719,blobs,7787966866520,104,753
720,humans,4132948523777,245,884
721,blobs,7901709503582,186,49
722,monsters,3863547638993,3,281
723,humans,2477952692595,145,286
724,blobs,3011983101250,324,954
725,blobs,6259475687400,59,901
726,monsters,4045000287330,322,695
727,monsters,8051794497315,292,927
728,monsters,5372700486535,118,737
729,humans,4955152853776,251,533
730,blobs,7752653559738,291,943
731,blobs,9446968271831,110,93
732,monsters,560005647196,31,348
733,monsters,2764985286844,334,730
734,monsters,329154080577,274,368
735,monsters,3012311148845,252,28
736,blobs,5741075282319,308,421
737,blobs,8574607286658,358,937
738,monsters,5855058066726,47,402
739,humans,7178603385029,202,461
740,blobs,599393673438,1,873
741,blobs,3820021353426,122,106
742,monsters,4867513806223,108,321
743,humans,5159204962956,210,230
744,humans,5666106835574,204,180
745,monsters,8085504165678,318,664
746,monsters,8978105350177,86,182
747,blobs,6317736128926,250,644
748,monsters,3854513232282,230,191
749,blobs,3860166985484,264,563
750,humans,824683592128,86,201
751,monsters,9237269335800,182,790
752,monsters,362969914037,128,492
753,monsters,2707751793841,137,941
754,monsters,4670063806997,237,684
755,blobs,1263145211445,259,509
756,blobs,6503705084538,191,814
757,blobs,6603724816899,269,94
758,humans,4432597521340,361,367
759,humans,5723539559887,210,338
760,monsters,8772664465182,268,673
761,monsters,1671837761229,309,251
762,monsters,7361603983562,336,417
763,humans,553434195411,6,151
764,monsters,3560884657798,117,575
765,humans,5554159120821,51,612
766,blobs,8068318333402,298,203
767,blobs,9341854277472,242,234
768,blobs,3432760351046,5,972
769,monsters,2796948429317,45,345
770,blobs,6543051584618,182,958
771,monsters,2809302075370,283,36
772,monsters,8694410900835,172,145
773,monsters,8376970308714,353,21
774,humans,1452727602037,11,915
775,blobs,7668654487219,226,447
776,blobs,22898705124,327,948
777,humans,1889696961913,269,148
778,humans,6244937984966,36,573
779,humans,3619923131196,275,830
780,humans,5561982910442,191,237
781,monsters,3818699956241,12,732
782,monsters,622805817920,160,219
783,humans,6726431507139,199,505
784,blobs,277470194790,43,33
785,blobs,2704500209144,232,308
786,monsters,9339070756737,12,456
787,blobs,3739695102068,229,317
788,humans,5873929147346,135,45
789,blobs,2194714060389,309,421
790,blobs,1850309458421,114,109
791,humans,8111927046567,208,142
792,humans,3433411597907,119,301
793,humans,1653274142009,209,338
794,humans,3013705434870,232,979
795,monsters,8800264256390,7,560
796,monsters,5708741765862,98,843
797,blobs,2055747986209,86,719
798,blobs,6503814999858,307,976
799,monsters,5645900644479,312,45
800,humans,1405267780966,236,422
801,blobs,9813460190831,159,287
802,blobs,1978541429880,75,406
803,blobs,6555197585881,2,866
804,humans,6248272959655,233,119
805,humans,3046586548594,60,525
806,monsters,4647840269225,303,739
807,blobs,6262763407560,86,514
808,humans,4637678724557,335,761
809,humans,6771174352778,84,785
810,monsters,3302717677628,245,941
811,blobs,5385174664270,146,796
812,humans,876916168376,267,635
813,monsters,7896631432073,121,628
814,blobs,6447837950863,54,311
815,blobs,9545952988637,305,913
816,humans,7150258299129,69,519
817,humans,7233575867287,235,456
818,blobs,8915999884734,166,241
819,humans,6929629736418,273,326
820,blobs,9819658735442,130,625
821,monsters,4040866253379,342,492
822,humans,581152710615,66,970
823,monsters,6627636695495,124,589
824,blobs,6154380413664,102,865
825,humans,1324368478597,321,703
826,monsters,7676703747012,206,266
827,blobs,9701515300879,283,124
828,blobs,3142173123316,247,554
829,humans,5182515809831,171,725
830,monsters,8494580442834,275,385
831,blobs,580998646873,361,203
832,blobs,1397137141011,63,680
833,blobs,4616636381750,165,740
834,blobs,3382193164735,294,715
835,blobs,4896790277897,220,145
836,monsters,3528278641529,28,299
837,monsters,765528172917,65,585
838,monsters,5291212739621,361,528
839,monsters,8585363306657,160,462
840,blobs,1832357935569,360,592
841,blobs,8636485625585,205,907
842,blobs,7296472745599,298,694
843,blobs,2290770943434,217,295
844,humans,8208366275499,43,541
845,monsters,4117807217463,363,741
846,blobs,6819778010918,313,967
847,blobs,8005056820762,337,266
848,blobs,846688519356,283,9
849,humans,6551062470038,71,139
850,blobs,1953149341762,21,360
851,monsters,186521469470,131,341
852,monsters,7446495355760,148,367
853,monsters,3822627719952,116,769
854,blobs,6278544761765,248,381
855,blobs,6610331098051,304,826
856,humans,2450733116976,363,187
857,monsters,1098440417505,246,176
858,blobs,5105271048786,103,285
859,blobs,2496031459456,152,641
860,humans,3869984065682,152,262
861,monsters,8064290736157,137,948
862,monsters,3073562895063,226,709
863,monsters,6374512486830,224,612
864,monsters,5045817913784,313,872
865,blobs,4148951593001,45,363
866,monsters,8828462775427,354,803
867,blobs,59470408921,114,857
868,monsters,8238811402616,252,201
869,monsters,7558367335399,14,50
870,blobs,6308801219653,363,514
871,monsters,2858364605531,232,814
872,humans,8573314099745,220,216
873,monsters,9265412491351,348,420
874,blobs,545070058480,74,945
875,blobs,5503633176712,227,976
876,humans,8535877526577,298,553
877,humans,7047664175959,89,948
878,monsters,6868409741613,186,194
879,blobs,742238423435,154,723
880,humans,9442901972883,180,855
881,humans,9974879111217,246,599
882,blobs,8075331165298,133,189
883,blobs,7334603134729,88,758
884,monsters,7437858203018,282,516
885,blobs,7429102980709,13,954
886,blobs,4421515325286,205,969
887,blobs,6604056609791,112,260
888,monsters,7936444541907,26,991
889,blobs,8653706807440,313,555
890,blobs,623233457226,30,546
891,blobs,1120263596862,93,9
892,humans,8934378490051,5,114
893,humans,1735002339298,336,957
894,blobs,5325857200132,317,19
895,blobs,2352167885519,186,317
896,blobs,2843748851843,126,458
897,humans,3312407943268,80,108
