id,civ,developer_id,date,spend
157,humans,3804596399558,34,663
158,humans,9276413190732,288,173
159,humans,8818963600543,221,105
160,monsters,5072366496967,347,862
161,blobs,3154792773789,104,857
162,monsters,7753359074588,192,913
163,humans,5677291727981,258,677
164,humans,7023737623252,246,997
165,humans,9439977474077,103,395
166,monsters,8045032614262,190,81
167,blobs,559398795678,50,259
168,humans,9531036562989,217,430
169,monsters,3335171914990,186,264
170,blobs,524519450073,78,121
171,monsters,4486236131177,94,173
172,humans,9389585974620,315,67
173,humans,440331758051,56,212
174,monsters,4923778366717,160,901
175,humans,1784727518001,18,855
176,monsters,8338498809912,187,263
177,monsters,1954192641918,220,380
178,monsters,848921044207,144,166
179,blobs,9654868277861,84,798
180,monsters,5380131820896,40,217
181,monsters,7726758143276,24,828
182,humans,7699458665588,220,615
183,blobs,2255376790387,320,108
184,monsters,8445122464064,38,548
185,blobs,1432764342773,38,201
186,monsters,8966845361424,119,675
187,humans,2372529210809,338,791
188,humans,4094215138234,205,638
189,blobs,4821532385822,249,815
190,humans,1470633565191,11,654
191,humans,195222639375,117,954
192,humans,6392990436018,13,218
193,blobs,597074488310,77,849
194,monsters,1412854207495,134,405
195,humans,1211676888703,240,386
196,monsters,9324363890992,127,522
197,blobs,5386700189740,140,214
198,blobs,6871938692675,119,575
199,monsters,3725917791484,115,153
200,humans,1084491040913,358,35
201,humans,3479335613863,16,167
202,monsters,8755989292082,220,999
203,blobs,8898507888298,51,19
204,humans,8296682313400,250,677
205,humans,8130057354904,10,921
206,blobs,8295184713822,133,807
207,blobs,3496877200471,5,759
208,humans,9239221969923,109,135
209,humans,602561427011,223,23
210,monsters,9847405252857,326,392
211,monsters,7536919704425,348,620
212,monsters,6023495160864,87,248
213,blobs,5024855246,81,874
214,humans,2019237209176,204,512
215,blobs,5225076010899,338,168
216,humans,7496306424885,180,525
217,monsters,8284527820009,141,594
218,humans,8081762092292,340,52
219,monsters,3298933107228,364,858
220,humans,1550705262181,216,451
221,monsters,8852427365100,338,739
222,monsters,5159091451573,222,876
223,humans,1810849737916,38,507
224,humans,9477925661951,305,771
225,humans,665366474655,349,50
226,monsters,3709130926582,309,616
227,blobs,8808374489923,187,200
228,blobs,1607885853412,150,506
229,blobs,8746790207110,292,475
230,humans,6159671280910,278,940
231,monsters,5044884110949,86,289
232,blobs,6622638088245,147,345
233,humans,8669189836055,256,6
234,humans,862566233626,217,972
235,monsters,1296212732812,74,291
236,humans,9304905699689,168,2
237,monsters,8690670836904,352,350
238,blobs,9064726665637,218,698
239,monsters,1280436869955,317,715
240,humans,8877249310547,161,684
241,blobs,7677304706249,44,777
242,humans,4980980834822,198,847
243,blobs,368364518815,330,996
244,humans,5754728759885,137,441
245,blobs,9857556062381,336,700
246,monsters,4180133618308,47,667
247,blobs,7715468533683,17,752
248,humans,2916640664276,74,989
249,monsters,7969709103171,43,683
250,blobs,8103381688402,175,607
251,humans,6823841371150,222,322
252,monsters,7011087053584,351,607
253,blobs,2612510293995,262,268
254,monsters,4483224815012,237,38
255,monsters,6097945305618,38,558
256,monsters,7680673537755,348,685
257,humans,6059568085692,129,847
258,monsters,414780573856,250,203
259,blobs,521505234972,117,834
260,humans,2386802253958,330,41
261,monsters,7382661628900,154,297
262,blobs,7379575262879,61,331
263,monsters,9692056719397,347,119
264,blobs,1403956001622,332,112
265,monsters,7762003102725,50,34
266,blobs,2553733815101,267,689
267,blobs,7077472584296,173,317
268,monsters,9251872321432,165,727
269,humans,4416144558603,19,680
270,monsters,8301324384038,323,933
271,humans,9699485346243,206,364
272,monsters,4720123771820,342,621
273,blobs,4879209676353,79,420
274,blobs,4695853365191,143,187
275,humans,4543200825447,328,665
276,humans,7257839482140,280,629
277,humans,742094942071,254,857
278,humans,5835012707160,82,930
279,blobs,141378987263,106,507
280,humans,2918475865502,356,50
281,blobs,8428068950191,341,602
282,monsters,1049764408140,208,313
283,humans,1236112450497,31,839
284,monsters,6160553148003,334,98
285,monsters,1642693227183,160,888
286,blobs,6575244480726,356,263
287,humans,4026583454582,328,747
288,humans,1976200181037,33,12
289,monsters,1962181989158,143,420
290,blobs,7243047080850,343,889
291,humans,3787085568922,270,26
292,monsters,9620201935080,87,905
293,humans,4734582483042,342,211
294,blobs,5899641236815,216,114
295,blobs,4813056030195,351,325
296,blobs,8780345620443,222,329
297,monsters,2794593400608,97,347
298,blobs,793539438067,114,478
299,humans,8915652713893,296,261
300,monsters,4654189962149,359,114
301,humans,7457112792001,249,480
302,blobs,353181568217,46,48
303,monsters,7558791784671,158,763
304,humans,9798660326394,203,85
305,monsters,9166736903651,108,166
306,monsters,2977454337788,221,646
307,blobs,2695794709060,284,512
308,humans,2082922077616,45,588
309,monsters,2940594601755,90,672
310,humans,1859229348067,171,373
311,monsters,4659709893454,325,650
312,monsters,7268048077842,80,458
313,blobs,2327591102063,86,384
314,humans,5152927416734,135,174
315,monsters,8921591282162,17,22
316,humans,3677918961114,268,774
317,blobs,1970886598252,81,222
318,humans,5203074839368,313,188
319,blobs,1866614314471,132,582
320,humans,1544342717502,248,430
321,monsters,8390826378118,97,98
322,monsters,5354333263128,352,998
323,blobs,4071779346577,146,662
324,monsters,1176273059528,262,735
325,blobs,1305075678354,284,306
326,monsters,6919021619647,207,528
327,blobs,8470174086834,107,927
328,monsters,695588828999,245,34
329,blobs,4276617894866,223,458
330,humans,3800903682725,137,391
331,humans,8551237510316,292,488
332,monsters,3266374473293,235,658
333,humans,9025236376501,194,784
334,blobs,312587876295,314,703
335,blobs,6175808565423,0,226
336,monsters,2054374181710,11,641
337,humans,7027435729961,129,279
338,monsters,7489745821899,71,448
339,blobs,8030271369116,255,859
340,monsters,6405217398811,56,308
341,blobs,6891251515013,10,633
342,monsters,6521359588405,137,768
343,monsters,6955481284191,12,553
344,humans,9929387843928,28,16
345,monsters,6443918159296,92,695
346,monsters,9176934884225,293,936
347,monsters,4124232781938,255,508
348,humans,7752315338487,280,888
349,monsters,9331581505810,127,702
350,blobs,3040572884458,306,52
351,blobs,7691030107801,100,230
352,monsters,7254127808431,78,735
353,monsters,3245262324252,134,427
354,blobs,9906748798657,46,339
355,humans,9648693399830,241,106
356,humans,5800479236901,329,339
357,blobs,8060536474448,269,28
358,humans,8406238424077,265,984
359,blobs,9474565394333,86,372
360,humans,9206613951614,125,93
361,monsters,8732132919832,3,288
362,monsters,2241615769426,128,39
363,monsters,829584596642,242,427
364,monsters,3618656300023,92,277
365,humans,8314513658853,107,394
366,humans,3293916145825,218,551
367,monsters,6575677290686,217,931
368,monsters,8071888574637,65,1
369,monsters,4543049157885,251,880
370,humans,8070658486416,61,886
371,humans,5914044658970,340,74
372,blobs,8328978635327,359,309
373,humans,1500076384154,343,783
374,monsters,6413646412744,9,413
375,monsters,3260702968460,227,218
376,monsters,156764874838,300,295
377,blobs,1442381028168,29,899
378,blobs,9936679292459,133,238
379,blobs,9550036590532,354,363
380,blobs,3734863456955,327,164
381,monsters,9565895992672,306,173
382,monsters,23810759744,286,180
383,monsters,2417721428611,247,309
384,blobs,1789334924285,235,776
385,humans,7489763820604,120,495
386,monsters,6873934553077,272,965
387,monsters,2333873573630,74,545
388,blobs,7701416974342,102,977
389,humans,5029101997201,187,652
390,monsters,1515248222678,100,821
391,humans,2320496977739,162,380
392,blobs,4747398483746,198,42
393,humans,19827241227,284,868
394,monsters,8266600299199,80,162
395,monsters,3899472502375,337,754
396,humans,9198081989483,158,846
397,blobs,884196428047,291,478
398,humans,1651394915584,157,412
399,blobs,9978021140163,183,268
400,humans,4157213057343,351,940
401,monsters,1671483562760,182,232
402,monsters,6097011963221,266,876
403,humans,6438793489067,144,436
404,monsters,3368876636340,265,925
405,blobs,4296987530617,256,137
406,monsters,3183989014331,9,743
407,blobs,8310296587253,78,393
408,humans,6011810159407,336,463
409,monsters,1122783156025,102,566
410,humans,2459240711609,263,295
411,blobs,4413057099850,120,687
412,blobs,8173849591559,16,600
413,blobs,4431245845771,82,542
414,humans,8937676262122,342,217
415,monsters,5811744182503,302,673
416,blobs,6246609305980,191,762
417,humans,4003829810646,207,39
418,monsters,3959123541914,75,305
419,humans,1623094441343,358,275
420,humans,9602753759509,304,832
421,monsters,7569634956359,332,669
422,humans,9529914018917,176,636
423,humans,1562930963080,215,745
424,monsters,8123473879820,320,951
425,monsters,491349797912,122,412
426,blobs,8502810264320,356,506
427,blobs,561257528992,344,858
428,humans,9650453795878,237,47
429,blobs,3236799437333,261,307
430,monsters,7229518012417,300,998
431,blobs,3360776666868,140,464
432,blobs,9947236642899,169,164
433,blobs,4115058287141,270,873
434,monsters,9588350786199,309,394
435,monsters,1341604717205,196,463
436,blobs,5579270579741,5,682
437,blobs,3237237641450,271,679
438,humans,8636227205652,275,54
439,blobs,529649792499,117,609
440,humans,7160308580418,33,276
441,humans,8406127271093,235,872
442,blobs,1136383575532,212,847
443,humans,4048980434548,71,502
444,monsters,9606346609770,145,128
445,blobs,7726753120663,195,31
446,humans,6103164701458,352,725
447,humans,5245460803122,323,545
448,humans,1289142250007,39,853
449,monsters,9436069558833,224,559
450,humans,8422115372582,138,648
451,blobs,23547482660,135,295
452,monsters,852580012860,19,203
453,monsters,5437329227856,245,57
454,humans,1915567065608,322,786
455,blobs,1514363899888,90,761
456,humans,5090536277731,125,868
457,blobs,16144205075,301,865
458,monsters,1000985079511,257,523
459,blobs,5274123384886,330,428
460,monsters,6796715294266,326,792
461,monsters,3022964290358,230,91
462,blobs,2711481089731,259,257
463,humans,4924502426614,256,268
464,humans,2903330543043,219,769
465,monsters,8357707218859,322,747
466,blobs,6550713209545,67,852
467,monsters,232328670032,140,726
468,blobs,4392352954056,364,959
469,blobs,5173465894060,143,680
470,humans,7922156110624,207,439
471,monsters,857190544264,234,491
472,blobs,9035018975193,156,544
473,blobs,9668069047990,349,499
474,monsters,4978781771872,65,970
475,monsters,7291538265194,165,642
476,blobs,9074140704009,255,155
477,blobs,8555942101776,42,938
478,blobs,7941128348638,256,847
479,humans,9813645053265,327,125
480,monsters,7198816917088,84,481
481,blobs,3973428502756,230,690
482,monsters,5448790753048,100,321
483,monsters,1623988873388,45,251
484,monsters,9874493461038,151,9
485,monsters,5295762719839,308,30
486,humans,6588399016958,46,488
487,blobs,2770435339052,261,734
488,humans,4433737418566,99,30
489,humans,2926673016656,244,655
490,monsters,8685428655786,143,700
491,blobs,4954429461959,118,731
492,blobs,5691243032160,135,461
493,humans,9965356211153,324,951
494,blobs,7212819122534,57,743
495,monsters,194232912377,2,812
496,monsters,8283443036833,209,160
497,blobs,9043676427710,277,444
498,humans,2671680664368,242,243
499,humans,7134130914746,101,783
500,monsters,5270797641989,103,571
501,monsters,5099434971788,26,886
502,monsters,673015557023,324,845
503,humans,7642852313977,52,862
504,blobs,9186584441856,5,36
505,monsters,2721573847632,250,904
506,blobs,1823572274231,75,429
507,monsters,2027599238224,105,970
508,blobs,5565637361189,6,254
509,blobs,6782016055127,155,567
510,humans,4632425109636,328,466
511,blobs,8078171988041,297,708
512,blobs,9823380537096,109,910
513,monsters,4455561986452,362,654
514,humans,2820513151677,27,879
515,humans,6200249721344,345,819
516,humans,2279262262521,348,493
517,humans,1011007794098,353,698
518,blobs,738110330872,113,630
519,blobs,7447544652001,219,465
520,blobs,2210103350689,169,291
521,humans,7732306385138,163,695
522,blobs,4148704212117,197,350
523,blobs,5997492866183,208,490
524,monsters,728184723785,18,894
525,blobs,8069718317922,179,908
526,blobs,6891971534896,95,850
527,monsters,9467997549985,109,124
528,monsters,8641753457626,94,355
529,humans,9484138342316,4,58
530,humans,5049472491208,38,530
531,blobs,5119748685818,221,563
532,humans,649632054108,361,856
533,humans,9493380409830,350,506
534,monsters,3936811800266,117,855
535,humans,7392769397657,333,876
536,monsters,2192395197554,161,395
537,monsters,3889596193004,124,760
538,monsters,5423891058488,170,837
539,blobs,2482818063256,360,357
540,blobs,3340815909097,44,394
541,monsters,3054161687472,305,821
542,monsters,1042813246445,179,188
543,monsters,2016211637366,120,478
544,humans,1220956015777,314,705
545,blobs,4722633738424,177,781
546,blobs,2515574609367,104,221
547,monsters,6866633286155,354,975
548,blobs,8171584293559,256,252
549,blobs,7815817608886,138,427
550,humans,5171829074723,279,198
551,humans,7458964194338,68,446
552,blobs,9446676808375,249,728
553,humans,8063000903378,39,660
554,blobs,9610940513278,348,215
555,blobs,283698241413,0,299
556,blobs,4578020875403,106,4
557,monsters,9541620375824,115,175
558,blobs,1790999945573,288,753
559,blobs,1935195531697,257,785
560,monsters,7969777471613,60,326
561,blobs,3988666879524,113,83
562,blobs,641325089229,282,692
563,blobs,1811305284550,321,332
564,blobs,4446466564285,140,467
565,humans,9155686007836,108,121
566,blobs,4328322544955,25,577
567,monsters,3418952317689,185,757
568,blobs,1618414419170,142,774
569,monsters,1937195396969,69,977
570,humans,372399855305,296,236
571,blobs,3609529677346,92,674
572,humans,5207138249526,120,681
573,monsters,3831584697630,183,283
574,monsters,2275813462125,199,529
575,monsters,2697317665507,350,493
576,blobs,1118706521303,290,133
577,monsters,3158608240223,231,92
578,blobs,9907625215424,208,697
579,monsters,5409184396900,182,795
580,monsters,7542712362223,9,825
581,humans,6310699836936,273,629
582,blobs,6103065825341,84,283
583,monsters,8679018540766,187,75
584,humans,999338996613,21,176
585,blobs,6307982172903,283,185
586,humans,8230086552834,287,833
587,monsters,1285181181338,167,309
588,blobs,676151292822,235,806
589,monsters,1058736436572,284,290
590,monsters,4810904187178,342,994
591,monsters,8189373694121,237,459
592,monsters,4260943749327,5,983
593,humans,3414654727929,74,474
594,monsters,3091195742284,118,93
595,blobs,7977807925796,4,154
596,blobs,1529061290490,40,135
597,monsters,1615287328319,245,39
598,blobs,8823050620627,19,742
599,humans,6220244450043,35,21
600,blobs,1034101889074,57,641
601,monsters,5265646986880,75,593
602,humans,7818257012886,249,133
603,humans,6757535549918,193,798
604,blobs,1381795041914,197,893
605,blobs,2452292849110,260,905
606,blobs,2255990940639,243,960
607,humans,1692921841106,252,838
608,humans,6999919800488,183,196
609,humans,9857317878671,300,237
610,humans,5450326136210,104,579
611,humans,6834498009142,281,635
612,blobs,9748337093265,177,831
613,monsters,8443126944813,66,303
614,humans,7975828131954,254,270
615,monsters,1723007597533,320,544
616,blobs,7769980350947,257,295
617,blobs,5454228789221,121,979
618,monsters,2278719191622,127,280
619,monsters,6334099999026,211,363
620,monsters,2602382740091,83,399
621,monsters,9196922118165,0,981
622,monsters,1891017015420,318,750
623,monsters,9699054368413,301,649
624,blobs,5407875379427,259,785
625,blobs,6888457758335,352,996
626,humans,2860382746089,150,615
627,monsters,7932974872174,18,239
628,blobs,4545115133665,329,652
629,monsters,8385887863038,180,454
630,monsters,1813121583714,158,476
631,monsters,9625030013546,88,636
632,monsters,1612605183186,215,541
633,monsters,1730686740040,260,246
634,monsters,9951840644874,154,279
635,humans,3404175128794,54,518
636,blobs,4196249902485,227,775
637,monsters,9610561870662,150,497
638,humans,9599065219137,76,114
639,blobs,5977770303698,309,494
640,blobs,5546764595290,127,88
641,monsters,5663593004200,61,438
642,blobs,268972880843,281,580
643,monsters,8322219519295,241,296
644,blobs,5323324508014,134,508
645,blobs,2464530054995,106,464
646,blobs,9205050450277,338,532
647,humans,6750020248088,1,742
648,blobs,6062744265110,346,928
649,monsters,4371345295313,100,492
650,humans,7703909423115,225,476
651,monsters,7310509863990,135,414
652,blobs,8379187779636,347,406
653,humans,4447230257249,72,561
654,monsters,9778530316165,133,39
655,blobs,2755094970488,156,893
656,monsters,4726659489713,190,957
657,humans,1245217124297,122,95
658,monsters,4244069533395,99,630
659,blobs,6187821160764,80,942
660,monsters,8753090837532,70,156
661,blobs,3474382825631,221,738
662,blobs,9037677058939,219,673
663,humans,1563770500983,129,81
664,blobs,3262115441707,336,836
665,blobs,3306608162855,120,685
666,blobs,6315034166830,9,997
667,humans,2119849328316,237,987
668,humans,8358729037681,76,32
669,humans,1997587797567,260,498
670,blobs,5168953600123,179,821
671,monsters,945143031570,341,816
672,monsters,854910793468,149,389
673,humans,7677048296543,124,512
674,monsters,4057798388458,359,271
675,humans,4351083063512,11,513
676,blobs,6521944656823,77,877
677,blobs,108040774659,110,621
678,blobs,5507765371983,345,321
679,blobs,3673985466408,91,304
680,humans,6908087428399,44,714
681,blobs,2465772843585,345,713
682,monsters,9800270262612,215,306
683,monsters,2155761287722,309,154
684,monsters,5822451643625,261,259
685,blobs,3787254909145,171,270
686,blobs,9013898082005,3,13
687,monsters,7646652997240,291,355
688,blobs,4582071829789,103,663
689,monsters,9020620536249,73,252
690,humans,6871394689133,4,588
691,humans,3424567607955,73,674
692,blobs,5013987656658,326,436
693,monsters,6215927800611,169,472
694,blobs,3070866243261,22,682
695,monsters,5411604626225,149,839
696,monsters,7809058232255,353,784
697,monsters,3217008314828,133,792
698,blobs,3676804261212,111,660
699,blobs,2353353583597,288,807
700,monsters,7819510696981,153,697
701,blobs,8524333313633,323,321
702,humans,3184054102170,275,979
703,blobs,7257517459695,157,281
704,monsters,9500826602328,240,58
705,blobs,1023701741333,254,998
706,blobs,6789601118640,14,937
707,monsters,3177561163248,244,628
708,humans,5956605943642,74,584
709,monsters,2448716876520,71,164
710,monsters,7331181098903,96,811
711,blobs,9201254238514,207,947
712,humans,1052378177071,50,925
713,monsters,2432738820347,178,67
714,blobs,2537029914292,301,869
715,monsters,8768268587756,187,462
716,humans,7837308637183,133,251
717,blobs,4066764534766,256,377
718,humans,1974845457598,262,125
719,monsters,9854957076142,152,660
720,blobs,7806971144712,24,927
721,blobs,9310529845396,201,850
722,blobs,914462113194,109,388
723,monsters,7295566923930,322,670
724,blobs,3236927463455,63,103
725,monsters,8493123791708,172,733
726,monsters,9404767270230,241,316
727,blobs,7089793198825,135,266
728,monsters,3810346036550,122,660
729,monsters,6973735942727,246,271
730,blobs,1222364621988,153,371
731,monsters,9817820061728,50,746
732,monsters,3879865494522,172,91
733,humans,4803445549706,324,549
734,monsters,5360724581380,185,580
735,monsters,6975269306676,154,510
736,blobs,9262814566558,94,421
737,humans,1776680280737,261,956
738,monsters,6246995528817,171,295
739,humans,2877692162865,9,758
740,blobs,3673886202060,311,686
741,humans,1639998835219,20,603
742,humans,715990755762,184,870
743,blobs,3612570908843,12,120
744,blobs,6515421626259,132,108
745,humans,1564638717665,355,489
746,blobs,9837483298834,358,110
747,humans,8349871059568,323,509
748,monsters,4948248017209,231,128
749,blobs,9768281404028,265,419
750,monsters,2904325218816,120,204
751,humans,6811773278245,227,703
752,blobs,4805635625864,74,888
753,humans,32120645083,122,520
754,monsters,1906998742336,249,394
755,humans,6562034503890,273,243
756,humans,1341561170930,234,434
757,humans,4311126620879,351,815
758,humans,9236470479790,94,3
759,blobs,3332534863509,235,608
760,monsters,3152706804251,313,454
761,blobs,2992700808410,3,800
762,humans,2392079589425,25,971
763,blobs,3631590886939,75,941
764,monsters,3506406682831,134,453
765,blobs,301253863387,190,682
766,blobs,9814381602939,313,944
767,monsters,876190769462,258,29
768,humans,3386471588642,87,318
769,humans,5464427358794,273,586
770,humans,9036748940055,266,185
771,monsters,7313448381779,268,747
772,blobs,1784720314572,181,163
773,monsters,8398735448037,314,430
774,monsters,5111907857301,313,238
775,blobs,5890405023407,73,433
776,blobs,69789746510,242,767
777,blobs,5984552185770,125,263
778,humans,9931507740800,335,150
779,monsters,8236269030396,157,434
780,blobs,6942893852721,357,802
781,humans,309401572449,343,808
782,humans,7832124268792,233,356
783,humans,9254695847451,340,374
784,monsters,6153676617143,163,870
785,humans,4803576165803,323,887
786,humans,2007705906135,137,935
787,humans,5944292896775,324,196
788,monsters,5436765479892,62,701
789,monsters,6894539275455,211,47
790,monsters,2674152490320,266,485
791,humans,158598879179,59,364
792,monsters,7526868928258,248,225
793,monsters,6364045582013,223,364
794,monsters,9074691561441,38,251
795,monsters,337112769219,84,593
796,humans,6789370169616,39,590
797,blobs,966233022410,309,852
798,blobs,7602827188816,176,211
799,blobs,9906808513875,211,138
800,humans,6698611801539,39,690
801,monsters,9727111564944,58,986
802,humans,6523600864361,267,745
803,blobs,5013269606307,282,170
804,monsters,9002509675147,171,309
805,blobs,7425271841470,351,418
806,humans,8456127303159,276,270
807,blobs,4438901381134,25,772
808,blobs,3381574078014,88,101
809,monsters,2251487825286,231,638
810,blobs,3072057639231,168,127
811,humans,6865478251150,257,513
812,humans,2856723706079,74,227
813,humans,1975577167624,66,37
814,blobs,6249247887630,155,370
815,blobs,4310460845659,207,359
816,humans,8873311188890,149,256
817,monsters,3552267300114,289,332
818,blobs,3948448543120,305,879
819,monsters,5842644642469,131,391
820,humans,21496395626,340,241
821,humans,3514345359820,170,786
822,humans,1343700472076,277,873
823,humans,8861300030189,124,552
824,humans,6389021926033,157,423
825,monsters,3789544862566,153,977
826,humans,580380806516,58,846
827,blobs,9828197619201,114,25
828,monsters,5879433534050,323,239
829,blobs,610894827228,86,22
830,monsters,8410301438597,304,999
831,monsters,4204440570544,63,352
832,blobs,1592096114028,292,471
833,humans,7244320589275,213,597
834,blobs,9660270311090,74,39
835,monsters,2176064099062,343,514
836,humans,8070400318133,167,764
837,humans,3338414506315,53,606
838,monsters,9093896994570,117,968
839,monsters,9676952345850,324,145
840,humans,8148357700571,124,7
841,humans,9198904926411,177,594
842,humans,7522112630532,312,513
843,monsters,5787489337257,348,166
844,humans,6583357706364,236,345
845,humans,2701679705339,240,78
846,monsters,4025969198170,318,636
847,monsters,5277558432762,257,884
848,humans,5251740789937,130,955
849,humans,8339860938558,31,353
850,blobs,4009266694186,98,323
851,blobs,8719295114709,232,119
852,humans,391513436237,242,797
853,humans,5988880320147,251,65
854,blobs,3753620314521,306,195
855,blobs,1237890302903,43,239
856,monsters,7945264852873,75,782
857,blobs,9953682023557,59,917
858,monsters,4441355657914,122,404
859,monsters,1201803379605,181,114
860,blobs,102529866017,144,331
861,humans,6714317574945,128,517
862,humans,5984059669664,362,883
863,monsters,1552618753194,312,723
864,blobs,8717317668818,139,21
865,humans,3992807151034,181,693
866,monsters,8323273257263,38,71
867,humans,9747466916064,226,396
868,blobs,7937855883783,8,468
869,humans,452143443212,200,764
870,humans,2946309719239,233,979
871,blobs,2372507645079,268,938
872,monsters,3242762530123,263,734
873,humans,2726391502974,315,593
874,monsters,8757130823702,125,970
875,monsters,2380898802,211,170
876,humans,5799210695718,220,953
877,blobs,7504493503652,168,97
878,monsters,7060611612645,136,792
879,monsters,9896380752291,315,319
880,humans,86445821451,252,305
881,blobs,3619504621574,33,390
882,monsters,8321902775311,145,856
883,monsters,4096427355325,179,359
884,monsters,8576479301431,328,737
885,monsters,5034225787645,148,958
886,humans,1574488810776,299,15
887,blobs,7872354114282,226,695
888,monsters,516627339228,40,301
889,blobs,4266171128924,287,456
890,monsters,7071641802499,320,496
891,blobs,521442828900,322,410
892,blobs,6845119821517,171,394
893,monsters,8552938801297,42,585
894,monsters,4625090791796,127,70
895,monsters,7408327247231,255,371
